"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"842194","ADO74   ","Japan","1586516339","1586516339","140.1352","35.5211","2171.7","FALSE","135.21","186.77","-6.18",NA,"2179.32","0405","FALSE","0"
"a1fb3e","KFS2711 ","United States","1586516339","1586516339","-95.7283","33.969","4297.68","FALSE","159.14","254.44","-12.68",NA,"4366.26","6131","FALSE","0"
"3945e8","XK151RN ","France","1586516339","1586516339","8.4891","41.6781","2606.04","FALSE","136.15","130.25","-7.15",NA,"2735.58","4761","FALSE","0"
"a46e40","DAL2455 ","United States","1586516339","1586516339","-85.6496","37.5766","11887.2","FALSE","226.29","198.56","0",NA,"11856.72","6435","FALSE","0"
"ad4302","N9536M  ","United States","1586516135","1586516214","-78.7782","35.8801","213.36","FALSE","48.38","225.43","-4.23",NA,"144.78","5416","TRUE","0"
"adeca5","AAL668  ","United States","1586516340","1586516340","-82.2071","28.5396","8465.82","FALSE","197.31","282.8","6.5",NA,"8816.34","1026","FALSE","0"
"ad9cc0","N9763R  ","United States","1586516339","1586516339","-97.5822","33.0264","769.62","FALSE","68.75","315.3","1.3",NA,"777.24","1200","FALSE","0"
"ac83d5","EDV4900 ","United States","1586516339","1586516339","-73.7726","41.0865","1478.28","FALSE","91.81","258.69","18.21",NA,"1242.06",NA,"FALSE","0"
"e4941b","AZU8751 ","Brazil","1586516336","1586516336","-14.4853","30.6447","11582.4","FALSE","227.35","196.84","0",NA,"12085.32","3331","FALSE","0"
"3d36f5","DETBH   ","Germany","1586516340","1586516340","8.1699","51.6418","914.4","FALSE","54.37","34.59","-1.63",NA,"1082.04","7742","FALSE","0"
"3c401f","","Germany","1586516177","1586516177","11.7569","48.3438",NA,"TRUE","9.77","261.56",NA,NA,NA,NA,"FALSE","0"
"861f3c","ANA271  ","Japan","1586516173","1586516187","138.5954","35.6123","11849.1","FALSE","210.93","260.17","8.78",NA,"11757.66","1730","FALSE","0"
"abad94","SWA1066 ","United States","1586516339","1586516340","-82.5777","28.5395","12192","FALSE","198.75","317.1","0",NA,"12672.06","7450","FALSE","0"
"4845c0","HNL43A  ","Kingdom of the Netherlands","1586516339","1586516339","4.6207","53.1423","480.06","FALSE","71.82","328.47","-0.65",NA,"655.32","4343","FALSE","0"
"4bb5d6","MNB1301 ","Turkey","1586516126","1586516135","51.61","25.2812",NA,"TRUE","1.03","247.5",NA,NA,NA,"5171","FALSE","0"
"3c65ae","DLH357  ","Germany","1586516300","1586516320","98.74","14.8224","8130.54","FALSE","237.95","297.84","3.9",NA,"8610.6","0706","FALSE","0"
"86cfa0","ANA740  ","Japan","1586516339","1586516339","135.8007","34.3568","2263.14","FALSE","110.06","294.29","-2.93",NA,"2339.34","0430","FALSE","0"
"4845b6","","Kingdom of the Netherlands","1586516339","1586516339","4.9335","52.6665","335.28","FALSE","71.08","-90.82","0",NA,"469","7000","FALSE","3"
"3c5ee5","EWG6712 ","Germany","1586516340","1586516340","12.5431","49.9661","11887.2","FALSE","237.78","110.12","0.33",NA,"11963.4","1000","FALSE","0"
"3c5ef6","EWG6714 ","Germany","1586516339","1586516340","18.0754","48.5039","11879.58","FALSE","241.7","113.45","0",NA,"11978.64","1000","FALSE","0"
"3c5ef5","EWG6GP  ","Germany","1586516340","1586516340","10.8854","48.5033","11582.4","FALSE","220.47","320.78","0",NA,"11757.66","2263","FALSE","0"
"471ea6","WZZ25AW ","Hungary","1586516339","1586516339","19.1638","47.4843","1394.46","FALSE","99.68","314.16","20.48",NA,"1508.76","4216","FALSE","0"
"3d3806","DETLU   ","Germany","1586516172","1586516333","7.6288","50.2768",NA,"TRUE","43.27","252","-0.33",NA,NA,"4451","FALSE","0"
"a8452f","PDT4866 ","United States","1586516339","1586516339","-75.2015","39.8795","236.22","FALSE","58.39","255.72","-4.23",NA,"91.44","2101","FALSE","0"
"a52bfb","EJA432  ","United States","1586516337","1586516339","-94.8241","45.3158","10789.92","FALSE","165.45","288.49","8.45",NA,"10629.9","3640","FALSE","0"
"ac491d","DAL867  ","United States","1586516339","1586516339","-83.9511","33.895","2598.42","FALSE","131.64","166.67","-5.85",NA,"2567.94","5220","FALSE","0"
"a234d7","N241MP  ","United States","1586516340","1586516340","-77.7148","38.9963","1927.86","FALSE","65.06","202.31","0",NA,"1729.74","2423","FALSE","0"
"a785fd","JIA5108 ","United States","1586516339","1586516339","-86.6346","32.5794","12192","FALSE","169.26","270.7","-0.98",NA,"12519.66","2655","FALSE","0"
"a85887","JBU493  ","United States","1586516339","1586516339","-77.086","43.8916","10972.8","FALSE","223.46","272.37","0",NA,"10485.12","3526","FALSE","0"
"ae61fd","TORQE31 ","United States","1586516340","1586516340","52.9133","24.9567","8229.6","FALSE","177.7","87.18","-0.33",NA,"8610.6","3231","FALSE","0"
"adf494","MTN8474 ","United States","1586516332","1586516338","-82.6066","39.6894","2148.84","FALSE","91.33","112.52","0.65",NA,"2011.68",NA,"FALSE","0"
"4a09ac","BLA9103 ","Romania","1586516149","1586516176","-3.4994","40.4093","929.64","FALSE","82.84","322.06","-4.23",NA,"1005.84","3242","FALSE","0"
"a58ded","UPS1038 ","United States","1586516336","1586516339","-72.0324","41.8098","2941.32","FALSE","161.74","100.63","0",NA,"2598.42","5337","FALSE","0"
"8a0494","BTK6850 ","Indonesia","1586516340","1586516340","103.4089","-2.1907","9151.62","FALSE","255.51","320.64","0",NA,"9776.46","3327","FALSE","0"
"48469c","KV4     ","Kingdom of the Netherlands","1586516339","1586516339","4.7147","52.3632",NA,"TRUE","8.23","180",NA,NA,NA,NA,"FALSE","0"
"861e9a","JAL331  ","Japan","1586516339","1586516339","133.4078","34.6453","12192","FALSE","209.58","257.67","0.33",NA,"12207.24","0436","FALSE","0"
"3d1276","DEFFY   ","Germany","1586516339","1586516339","9.4679","48.1534","1828.8","FALSE","59.8","98.41","-0.65",NA,"1973.58","7000","FALSE","0"
"8a0487","LNI982  ","Indonesia","1586516339","1586516339","103.0054","-1.2866","10972.8","FALSE","249.58","314","0.33",NA,"11727.18","6312","FALSE","0"
"344496","IBS3943 ","Spain","1586516302","1586516302","-13.178","31.0772","11582.4","FALSE","247.31","34.75","0",NA,"12077.7","4445","FALSE","0"
"3c5efa","EWG6700 ","Germany","1586516340","1586516340","23.7263","43.4464","11887.2","FALSE","243.48","122.31","0",NA,"11971.02","7103","FALSE","0"
"3d2550","DEMJO   ","Germany","1586516340","1586516340","8.1281","49.9411","373.38","FALSE","55.15","306.66","-9.1",NA,"518.16","7000","FALSE","0"
"4248e8","SDM6461 ","United Kingdom","1586516340","1586516340","38.902","59.9758","10675.62","FALSE","232.75","94.56","0",NA,"10203.18","0747","FALSE","0"
"abad6c","SWA2718 ","United States","1586516288","1586516295","-88.5059","33.1464","12192","FALSE","170.26","261.14","0",NA,"12466.32","0153","FALSE","0"
"471f91","WZZ6373 ","Hungary","1586516339","1586516340","20.1918","51.4684","10972.8","FALSE","197.27","337.78","0",NA,"10988.04","1731","FALSE","0"
"7809a5","CCA840  ","China","1586516339","1586516339","10.3255","45.4109","10972.8","FALSE","239.5","49.88","0",NA,"11178.54","0460","FALSE","0"
"aae270","MTN8327 ","United States","1586516319","1586516334","-85.5984","39.7487",NA,"TRUE","110.29","259.79","-5.2",NA,NA,"4221","FALSE","0"
"a03ce6","AAL439  ","United States","1586516057","1586516133","-81.8697","38.0482","8275.32","FALSE","201.63","174.29","0",NA,"9227.82","4044","FALSE","0"
"ac82f8","AAL1088 ","United States","1586516064","1586516214","-78.4229","34.067","10675.62","FALSE","210.39","183.93","-0.33",NA,"11727.18","4514","FALSE","0"
"a8943d","AAL1928 ","United States","1586516339","1586516339","-85.6877","36.0446","6842.76","FALSE","279.36","94.97","11.38",NA,"6812.28","4720","FALSE","0"
"a2362a","ASQ3960 ","United States","1586516340","1586516340","-82.2469","42.3723","10363.2","FALSE","189.7","277.01","0.33",NA,"9936.48","4171","FALSE","0"
"7c7193","POL62   ","Australia","1586516316","1586516317","115.6976","-32.2297","53.34","FALSE","43.77","240.42","0",NA,"30.48","0062","FALSE","0"
"7809fe","B8263   ","China","1586516339","1586516339","126.1605","35.8196","11582.4","FALSE","235.44","194.04","0",NA,"11666.22","4120","FALSE","0"
"a4bf70","KII837  ","United States","1586516339","1586516340","-88.4747","38.0612","9753.6","FALSE","168.61","254.61","-0.33",NA,"9669.78","6601","FALSE","0"
"4ba285","TCHTE   ","Turkey","1586515210","1586516338","32.6447","40.0645","1623.06","FALSE","43.41","95.44","3.25",NA,NA,"4302","FALSE","0"
"4ba284","TCHTD   ","Turkey","1586516265","1586516338","32.5893","40.0513","960.12","FALSE","41.92","209.4","-1.63",NA,"1059.18","4301","FALSE","0"
"a45c48","N380LD  ","United States","1586516225","1586516225","4.4384","51.9485",NA,"TRUE","0","320.62",NA,NA,NA,"7000","FALSE","0"
"800407","SEJ7104 ","India","1586516340","1586516340","88.4216","22.8588","822.96","FALSE","99.89","87.64","-5.2",NA,"845.82","1000","FALSE","0"
"c2b37d","CFC4165 ","Canada","1586516340","1586516340","18.9918","48.6368","10660.38","FALSE","253.31","122.56","0.33",NA,"10767.06","1143","FALSE","0"
"a71337","JIA5119 ","United States","1586516339","1586516339","-83.7369","42.2527","9540.24","FALSE","257.92","115.9","7.8",NA,"9166.86","1350","FALSE","0"
"a7e9e4","NKS565  ","United States","1586516339","1586516339","-84.7632","39.5294","11567.16","FALSE","234.77","199.19","0.33",NA,"11391.9","4134","FALSE","0"
"abadf9","SWA4703 ","United States","1586516339","1586516340","-84.7571","34.942","11643.36","FALSE","195.64","348.01","3.58",NA,"11750.04","2041","FALSE","0"
"a546c9","RPA4695 ","United States","1586516339","1586516339","-93.671","37.6928","10325.1","FALSE","244.7","129.88","6.18",NA,"10439.4","1753","FALSE","0"
"a76192","AMF1326 ","United States","1586516338","1586516338","-79.6345","40.3755","6408.42","FALSE","153.25","71.2","0",NA,"6042.66","3626","FALSE","0"
"4ba28d","TCHTM   ","Turkey","1586516339","1586516340","32.7297","40.2123","1676.4","FALSE","36.83","335.22","0.98",NA,"1722.12","4303","FALSE","0"
"a69c03","FDX32   ","United States","1586516339","1586516339","-76.3865","39.8224","10058.4","FALSE","297.87","71.47","0.33",NA,"9692.64","2124","FALSE","0"
"a413f8","ABX922  ","United States","1586516340","1586516340","-90.4207","34.1673","10972.8","FALSE","189.44","220.26","0",NA,"11201.4","4034","FALSE","0"
"4846de","V5      ","Kingdom of the Netherlands","1586516185","1586516185","4.7427","52.3033",NA,"TRUE","7.2","182.81",NA,NA,NA,NA,"FALSE","0"
"ac71e7","AAL1977 ","United States","1586516339","1586516339","-81.339","26.3225","7117.08","FALSE","183.59","141.94","-4.88",NA,"7467.6","0037","FALSE","0"
"4846cf","","Kingdom of the Netherlands","1586516254","1586516254","4.7986","52.3086",NA,"TRUE","10.8","42.19",NA,NA,NA,NA,"FALSE","0"
"3c171b","IFA1176 ","Germany","1586516338","1586516339","21.2364","46.5682","12192","FALSE","229.09","292.3","0",NA,"12252.96","3207","FALSE","0"
"4846e0","","Kingdom of the Netherlands","1586516339","1586516339","4.7458","52.3025",NA,"TRUE","7.2","129.38",NA,NA,NA,NA,"FALSE","0"
"4846e3","OH88    ","Kingdom of the Netherlands","1586516274","1586516274","4.7424","52.301",NA,"TRUE","2.31","210.94",NA,NA,NA,NA,"FALSE","0"
"4846bb","OH14    ","Kingdom of the Netherlands","1586516192","1586516192","4.798","52.3081",NA,"TRUE","13.38","39.38",NA,NA,NA,NA,"FALSE","0"
"4846c0","","Kingdom of the Netherlands","1586516088","1586516088","4.7711","52.3238",NA,"TRUE","18.52","75.94",NA,NA,NA,NA,"FALSE","0"
"4aca61","SAS9230 ","Sweden","1586516339","1586516339","11.8554","57.6325","10972.8","FALSE","188.18","350.72","0",NA,"10904.22","2240","FALSE","0"
"4846a8","BRW104  ","Kingdom of the Netherlands","1586516335","1586516335","4.7506","52.3215",NA,"TRUE","11.32","42.19",NA,NA,NA,NA,"FALSE","0"
"c083aa","WJA245  ","Canada","1586516340","1586516340","-69.7963","45.6448","12192","FALSE","222.61","273.31","0",NA,"11765.28",NA,"FALSE","0"
"a0f5e7","FDX142  ","United States","1586516324","1586516326","-100.6849","40.9263","9761.22","FALSE","225.74","304.41","0",NA,"9890.76","5621","FALSE","0"
"7c6ac4","VDI     ","Australia","1586516302","1586516302","143.8221","-37.7697","1257.3","FALSE","50.51","303.37","-0.65",NA,"1242.06","4015","FALSE","0"
"ace81d","AAL944  ","United States","1586516339","1586516339","-89.3212","37.8333","11003.28","FALSE","242.56","148.27","5.2",NA,"10988.04","1743","FALSE","0"
"4249fc","AFL275  ","United Kingdom","1586516338","1586516339","84.729","22.9695","10972.8","FALSE","229.16","318.18","0.33",NA,"11391.9","6176","FALSE","0"
"a582c8","UPS952  ","United States","1586516340","1586516340","-118.4133","38.023","10972.8","FALSE","260.69","265.25","0",NA,"10965.18",NA,"FALSE","0"
"a6b840","JIA5513 ","United States","1586516339","1586516339","-81.5937","36.5573","7383.78","FALSE","226.11","166.85","-6.5",NA,"7246.62","6541","FALSE","0"
"3d247f","DEMBN   ","Germany","1586516339","1586516339","9.2164","51.4442","1127.76","FALSE","50.28","311.68","0.33",NA,"1257.3","5026","FALSE","0"
"a0a7a0","","United States","1586516339","1586516339","-82.2254","30.9377","11887.2","FALSE","230.06","12.26","-0.33",NA,"12260.58",NA,"FALSE","0"
"aa9eb3","SWA1279 ","United States","1586516340","1586516340","-84.0583","38.4955","12192","FALSE","185.04","308.11","0",NA,"12070.08","6153","FALSE","0"
"494106","NJE5BF  ","Portugal","1586516339","1586516339","2.1013","48.9064","822.96","FALSE","91.01","102.07","0",NA,"975.36","1000","FALSE","0"
"7c0a75","CCN     ","Australia","1586516289","1586516297","148.5963","-39.2585","2514.6","FALSE","88.58","207.31","-0.65",NA,"2491.74",NA,"FALSE","0"
"a51b27","UPS9716 ","United States","1586516339","1586516339","-90.7176","33.5402","11277.6","FALSE","290.37","50.9","0",NA,"11536.68","2445","FALSE","0"
"abae8f","SWA1044 ","United States","1586516339","1586516339","-79.3182","36.7666","12199.62","FALSE","189.42","216.5","-0.33",NA,"12161.52","5665","FALSE","0"
"a031a7","N111TV  ","United States","1586516029","1586516029","-76.8077","38.8434","419.1","FALSE","50","183.54","-0.33",NA,"259.08","5254","FALSE","0"
"ad5697","FDX882  ","United States","1586516338","1586516338","-77.4542","38.9572",NA,"TRUE","0","90",NA,NA,NA,"3613","FALSE","0"
"a76278","N575RE  ","United States","1586516340","1586516340","-77.8976","38.6302","2072.64","FALSE","151.97","76.29","-4.88",NA,"1866.9","6670","FALSE","0"
"a0dd44","FDX1440 ","United States","1586516330","1586516334","-104.0591","36.0343","10370.82","FALSE","214.01","269.72","0",NA,"10568.94","5331","FALSE","0"
"4401d7","IJM980  ","Austria","1586516143","1586516148","19.2258","47.4396",NA,"TRUE","0","216.56",NA,NA,NA,"2000","FALSE","0"
"0d0a56","TNO303  ","Mexico","1586515129","1586516338","-111.146","29.8141","9448.8","FALSE","254.9","130.99","0",NA,NA,"7342","FALSE","0"
"4249b9","SYL487  ","United Kingdom","1586516338","1586516338","50.5745","65.0467","11582.4","FALSE","197.63","239.5","0",NA,"10972.8","3035","FALSE","0"
"a87b8a","PDT8821 ","United States","1586516339","1586516340","-79.2146","36.1728","7924.8","FALSE","133.24","242.15","0",NA,"7871.46","5677","FALSE","0"
"4249c4","UTA596  ","United Kingdom","1586516339","1586516339","55.5854","65.3932","9875.52","FALSE","189.17","225.66","6.18",NA,NA,NA,"FALSE","0"
"a057eb","FDX1869 ","United States","1586516339","1586516339","-118.7137","33.9507","1333.5","FALSE","109.34","114.76","-2.93",NA,"1310.64","3205","FALSE","0"
"738c05","ICL812  ","Israel","1586516339","1586516339","5.9298","50.7408","3162.3","FALSE","177.64","236.82","-10.4",NA,"3329.94","7670","FALSE","0"
"a9fe30","FDX1742 ","United States","1586516339","1586516339","-116.0913","34.5617","9151.62","FALSE","219.02","246.02","-0.65",NA,"9060.18","7325","FALSE","0"
"4787b3","NAX5DP  ","Norway","1586516340","1586516340","10.7422","62.6547","9144","FALSE","205.79","179.43","0",NA,"8862.06","0251","FALSE","0"
"a99b1b","JIA5045 ","United States","1586516339","1586516339","-77.2935","36.5831","6705.6","FALSE","156.97","239.91","0",NA,"6553.2","7013","FALSE","0"
"aa457b","CKS803  ","United States","1586516339","1586516339","-93.1717","39.1081","8534.4","FALSE","215.94","263.43","0",NA,"8519.16","4041","FALSE","0"
"a83ef2","NKS311  ","United States","1586516340","1586516340","-77.9609","34.539","11590.02","FALSE","184.11","208","0.33",NA,"11727.18","7514","FALSE","0"
"a69bfe","N525F   ","United States","1586516335","1586516335","-80.1251","27.1862","6545.58","FALSE","183.98","174.54","-10.73",NA,"7071.36","3620","FALSE","0"
"a39dca","FFT545  ","United States","1586516336","1586516337","-81.3637","29.4171","8686.8","FALSE","254.06","16.71","3.58",NA,"9037.32","0730","FALSE","0"
"8a039b","WON1749 ","Indonesia","1586516340","1586516340","107.4086","-6.5545","4137.66","FALSE","118.01","171.73","-2.28",NA,"4381.5",NA,"FALSE","0"
"aaeeb4","SWQ3606 ","United States","1586516339","1586516339","-97.5326","29.6565","7307.58","FALSE","238.2","89.38","11.05",NA,"7551.42","2523","FALSE","0"
"a75b5e","UPS28   ","United States","1586516333","1586516338","55.3686","25.2586","53.34","TRUE","0","53.44",NA,NA,NA,"1643","FALSE","0"
