"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"3c4048","FMG     ","Germany","1586515011","1586515011","13.5223","52.3876",NA,"TRUE","2.06","326.25",NA,NA,NA,NA,"FALSE","0"
"a1fb3e","KFS2711 ","United States","1586515189","1586515189","-93.5036","34.5369","8564.88","FALSE","188.77","253.05","0",NA,"8747.76","1563","FALSE","0"
"3945e8","XK151RN ","France","1586515190","1586515190","6.982","42.5652","5181.6","FALSE","136.94","120.23","0",NA,"5326.38","4761","FALSE","0"
"a46e40","DAL2455 ","United States","1586515189","1586515190","-84.6842","39.8021","11574.78","FALSE","231.83","199.04","0",NA,"11376.66","4140","FALSE","0"
"a0e249","UPS966  ","United States","1586515188","1586515188","-121.3043","38.55",NA,"TRUE","18.52","233.44",NA,NA,NA,"1724","FALSE","0"
"ad4302","N9536M  ","United States","1586515180","1586515183","-78.5288","36.5152","2506.98","FALSE","81.83","198.32","-0.33",NA,"2362.2","4746","FALSE","0"
"3d36f5","DETBH   ","Germany","1586515188","1586515188","7.6426","51.2101","1005.84","FALSE","55.66","44.63","0.33",NA,"1158.24","7742","FALSE","0"
"e49437","AD6006  ","Brazil","1586515189","1586515189","-43.6276","-19.3663","10058.4","FALSE","241.3","37.72","0",NA,NA,"2507","FALSE","0"
"abad94","SWA1066 ","United States","1586515188","1586515189","-81.8435","26.6341","3474.72","FALSE","164.25","11.38","11.7",NA,"3596.64","7450","FALSE","0"
"47885f","BNOR    ","Norway","1586515009","1586515010","15.6308","67.6324","6400.8","FALSE","136.91","25.6","0",NA,"6004.56","0263","FALSE","0"
"0d0ae3","XAFUF   ","Mexico","1586515114","1586515180","-22.4441","63.7354","792.48","FALSE","130.97","314.05","-8.45",NA,"1249.68","2015","FALSE","0"
"adda24","AAL2266 ","United States","1586515190","1586515190","-97.0538","32.6673","876.3","FALSE","79.29","16.2","0",NA,"899.16","2506","FALSE","0"
"4bb5d6","MNB1301 ","Turkey","1586515189","1586515189","51.6118","25.7561","2583.18","FALSE","109.67","201.75","-5.2",NA,"2697.48","5171","FALSE","0"
"3c65ae","DLH357  ","Germany","1586515188","1586515188","100.5058","13.5986","2415.54","FALSE","147.57","302.47","8.45",NA,"2491.74","0706","FALSE","0"
"4845b6","","Kingdom of the Netherlands","1586515179","1586515189","5.0274","52.673","335.28","FALSE","71.01","-90.82","0",NA,"475","7000","FALSE","3"
"3c5ee5","EWG6712 ","Germany","1586515189","1586515189","8.9132","50.7494","10546.08","FALSE","238.7","107.3","10.4",NA,"10683.24","1000","FALSE","0"
"3c5ef6","EWG6714 ","Germany","1586515189","1586515189","14.5906","49.471","11887.2","FALSE","239.59","111.94","0",NA,"12016.74","1000","FALSE","0"
"3c5ef5","EWG6GP  ","Germany","1586515189","1586515189","13.5672","47.0789","11582.4","FALSE","225.46","307.86","0",NA,"11757.66","2263","FALSE","0"
"3d3806","DETLU   ","Germany","1586515189","1586515190","8.3449","50.2417","944.88","FALSE","52.36","280.76","-0.33",NA,"1074.42","4451","FALSE","0"
