"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"a3a575","JBU671  ","United States","1586514510","1586514510","-73.7194","40.6256","411.48","FALSE","47.29","300.75","-2.6",NA,"220.98","3451","FALSE","0"
"a1fb3e","KFS2711 ","United States","1586514539","1586514539","-92.223","34.8416","8564.88","FALSE","185.92","253.77","0",NA,"8724.9","1563","FALSE","0"
"3945e8","XK151RN ","France","1586514537","1586514539","6.0368","42.9661","5181.6","FALSE","135.02","119.69","0",NA,"5334","4761","FALSE","0"
"a46e40","DAL2455 ","United States","1586514539","1586514539","-84.0024","41.0745","8298.18","FALSE","255.38","206.05","9.1",NA,"7970.52","4140","FALSE","0"
"3c406e","LEOS08  ","Germany","1586514538","1586514538","8.5768","50.047",NA,"TRUE","8.23","247.5",NA,NA,NA,NA,"FALSE","0"
"a0e249","UPS966  ","United States","1586514539","1586514540","-121.537","38.2973","3169.92","FALSE","136.03","50.83","-7.8",NA,"3200.4","4201","FALSE","0"
"aaef89","AAL2244 ","United States","1586514537","1586514539","-80.1824","25.8056","480.06","FALSE","75.2","267.26","-3.9",NA,"457.2","1067","FALSE","0"
"3d36f5","DETBH   ","Germany","1586514540","1586514540","7.2956","51.0199","518.16","FALSE","59.54","50.26","-4.88",NA,"662.94","7742","FALSE","0"
"e49437","AD6006  ","Brazil","1586514540","1586514540","-44.5542","-20.495","10058.4","FALSE","244.5","37.91","0",NA,NA,"5007","FALSE","0"
"47885f","BNOR    ","Norway","1586514539","1586514539","14.9915","67.1131","6400.8","FALSE","134.63","25.1","0",NA,"6019.8","0263","FALSE","0"
"0d0ae3","XAFUF   ","Mexico","1586514408","1586514418","-20.7357","62.9096","10439.4","FALSE","212.56","320.11","-15.28",NA,"10393.68","2015","FALSE","0"
"adda24","AAL2266 ","United States","1586514540","1586514540","-97.7225","32.1825","4168.14","FALSE","184.29","22.48","-5.53",NA,"4297.68","2506","FALSE","0"
"4bb5d6","MNB1301 ","Turkey","1586514539","1586514540","51.8947","26.6247","6096","FALSE","182.63","192.2","0.33",NA,"6393.18","5171","FALSE","0"
"8686b2","JAL4122 ","Japan","1586514320","1586514371","140.5686","35.5315","1485.9","FALSE","94.62","34.81","-0.65",NA,"1493.52","0445","FALSE","0"
"4845b6","","Kingdom of the Netherlands","1586514461","1586514539","4.8949","52.6756","335.28","FALSE","62.11","90.94","0",NA,"469","7000","FALSE","3"
"3c5ee5","EWG6712 ","Germany","1586514540","1586514540","7.1266","51.265","2903.22","FALSE","151.49","149.6","22.11",NA,"3025.14","1000","FALSE","0"
