"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"a1fb3e","KFS2711 ","United States","1586515379","1586515379","-93.8804","34.4447","8564.88","FALSE","190.89","253.08","0",NA,"8747.76","1563","FALSE","0"
"3945e8","XK151RN ","France","1586515379","1586515379","7.2538","42.4475","5181.6","FALSE","136.05","120.44","-0.33",NA,"5334","4761","FALSE","0"
"a46e40","DAL2455 ","United States","1586515380","1586515380","-84.8536","39.4221","11597.64","FALSE","237.69","198.94","0",NA,"11422.38","3266","FALSE","0"
"a0e249","UPS966  ","United States","1586515380","1586515380","-121.3064","38.5609",NA,"TRUE","0.9","177.19",NA,NA,NA,"1724","FALSE","0"
"ad4302","N9536M  ","United States","1586515379","1586515379","-78.5881","36.3699","2270.76","FALSE","81.67","197.98","-2.93",NA,"2133.6","2301","FALSE","0"
"3d36f5","DETBH   ","Germany","1586515379","1586515379","7.7347","51.2807","1005.84","FALSE","54.23","38.07","0.33",NA,"1158.24","7742","FALSE","0"
"e49437","AD6006  ","Brazil","1586515379","1586515380","-43.3636","-19.0424","10058.4","FALSE","236.16","37.74","0",NA,NA,"2507","FALSE","0"
"861f3c","","Japan","1586515344","1586515354","139.7894","35.5878","1021.08","FALSE","83.21","59.95","10.73",NA,"1036.32","1730","FALSE","0"
"abad94","SWA1066 ","United States","1586515377","1586515379","-81.761","26.9589","6332.22","FALSE","220.13","12.96","15.93",NA,"6598.92","7450","FALSE","0"
"0d0ae3","XAFUF   ","Mexico","1586515376","1586515377","-22.6056","63.9384","175.26","FALSE","64.82","359.55","-4.23",NA,"266.7","2015","FALSE","0"
"adda24","AAL2266 ","United States","1586515379","1586515380","-97.0267","32.7846","693.42","FALSE","62.25","0.47","-3.58",NA,"723.9","2506","FALSE","0"
"4bb5d6","MNB1301 ","Turkey","1586515379","1586515379","51.546","25.6023","1790.7","FALSE","93.15","201.04","-4.55",NA,"1844.04","5171","FALSE","0"
"3c65ae","DLH357  ","Germany","1586515377","1586515378","100.2709","13.7539","3520.44","FALSE","191.91","304.07","2.93",NA,"3672.84","0706","FALSE","0"
"4845b6","","Kingdom of the Netherlands","1586515290","1586515379","4.9108","52.6726","335.28","FALSE","71","-90.02","0",NA,"473","7000","FALSE","3"
"3c5ee5","EWG6712 ","Germany","1586515379","1586515379","9.5169","50.6287","11864.34","FALSE","237.05","107.69","3.58",NA,"11955.78","1000","FALSE","0"
"3c5ef6","EWG6714 ","Germany","1586515379","1586515379","15.1716","49.3168","11887.2","FALSE","240.56","112.51","0",NA,"12009.12","1000","FALSE","0"
"3c5ef5","EWG6GP  ","Germany","1586515379","1586515379","13.1218","47.314","11582.4","FALSE","224.52","307.55","0",NA,"11757.66","2263","FALSE","0"
"3d3806","DETLU   ","Germany","1586515379","1586515380","8.1948","50.2579","914.4","FALSE","57.95","263.88","-0.33",NA,"1066.8","4451","FALSE","0"
