"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"3c4048","FMG     ","Germany","1586515011","1586515011","13.5223","52.3876",NA,"TRUE","2.06","326.25",NA,NA,NA,NA,"FALSE","0"
"a1fb3e","KFS2711 ","United States","1586515252","1586515292","-93.627","34.5076","8564.88","FALSE","190.45","253.52","0",NA,"8740.14","1563","FALSE","0"
"3945e8","XK151RN ","France","1586515280","1586515280","7.1118","42.509","5181.6","FALSE","136.76","120.52","0",NA,"5326.38","4761","FALSE","0"
"a46e40","DAL2455 ","United States","1586515320","1586515320","-84.8002","39.5417","11574.78","FALSE","237.52","198.83","0.33",NA,"11384.28","3266","FALSE","0"
"a0e249","UPS966  ","United States","1586515318","1586515319","-121.3053","38.5597",NA,"TRUE","10.8","357.19",NA,NA,NA,"1724","FALSE","0"
"ad4302","N9536M  ","United States","1586515319","1586515320","-78.57","36.4147","2430.78","FALSE","89.47","198.43","-2.93",NA,"2286","4746","FALSE","0"
"3d36f5","DETBH   ","Germany","1586515320","1586515320","7.7063","51.2589","975.36","FALSE","50.94","38.03","-2.28",NA,"1150.62","7742","FALSE","0"
"e49437","AD6006  ","Brazil","1586515319","1586515320","-43.447","-19.1451","10058.4","FALSE","238.01","37.71","0.33",NA,NA,"2507","FALSE","0"
"abad94","SWA1066 ","United States","1586515319","1586515320","-81.7889","26.8503","5562.6","FALSE","204.79","12.92","13.33",NA,"5798.82","7450","FALSE","0"
"47885f","BNOR    ","Norway","1586515009","1586515010","15.6308","67.6324","6400.8","FALSE","136.91","25.6","0",NA,"6004.56","0263","FALSE","0"
"0d0ae3","XAFUF   ","Mexico","1586515318","1586515319","-22.6054","63.9032","381","FALSE","72.02","0","-3.58",NA,"464.82","2015","FALSE","0"
"adda24","AAL2266 ","United States","1586515320","1586515320","-97.0299","32.7509","876.3","FALSE","64.7","9.61","0",NA,"906.78","2506","FALSE","0"
"4bb5d6","MNB1301 ","Turkey","1586515319","1586515319","51.5656","25.6487","2026.92","FALSE","93.15","201.04","-3.9",NA,"2095.5","5171","FALSE","0"
"3c65ae","DLH357  ","Germany","1586515318","1586515319","100.3523","13.7001","3345.18","FALSE","170.08","304.03","2.93",NA,"3489.96","0706","FALSE","0"
"4845b6","","Kingdom of the Netherlands","1586515290","1586515320","4.9108","52.6726","335.28","FALSE","71","-90.02","0",NA,"473","7000","FALSE","3"
"3c5ee5","EWG6712 ","Germany","1586515320","1586515320","9.3288","50.6667","11574.78","FALSE","234.77","107.6","4.88",NA,"11673.84","2263","FALSE","0"
"3c5ef6","EWG6714 ","Germany","1586515319","1586515320","14.9897","49.3655","11887.2","FALSE","240.65","112.23","0",NA,"12009.12","1000","FALSE","0"
"3c5ef5","EWG6GP  ","Germany","1586515320","1586515320","13.2619","47.2406","11582.4","FALSE","224.83","307.66","0",NA,"11757.66","2263","FALSE","0"
"3d3806","DETLU   ","Germany","1586515320","1586515320","8.2423","50.2574","922.02","FALSE","59.04","282.58","-0.33",NA,"1066.8","4451","FALSE","0"
"a8452f","PDT4866 ","United States","1586515320","1586515320","-75.1968","39.5571","2621.28","FALSE","141.99","42.65","-7.8",NA,"2385.06","2101","FALSE","0"
"ac491d","DAL867  ","United States","1586515320","1586515320","-82.7048","34.8188","8534.4","FALSE","173.97","234.99","0",NA,"8618.22","5220","FALSE","0"
"861f00","JAL2088 ","Japan","1586515319","1586515319","135.4064","34.4181","2377.44","FALSE","133.84","33.87","-5.85",NA,"2400.3","7332","FALSE","0"
"a234d7","N241MP  ","United States","1586515319","1586515320","-77.4506","39.4263","1021.08","FALSE","26.36","252.98","4.23",NA,"861.06","2423","FALSE","0"
"a785fd","JIA5108 ","United States","1586515320","1586515320","-84.8338","32.548","11574.78","FALSE","175.5","271.68","0.33",NA,"11910.06","2655","FALSE","0"
"a85887","JBU493  ","United States","1586515320","1586515320","-74.4024","43.3953","10965.18","FALSE","220.63","287.51","0",NA,"10492.74","3526","FALSE","0"
"ae61fd","TORQE31 ","United States","1586515320","1586515320","51.548","24.9242","3672.84","FALSE","109.08","84.32","10.08",NA,"3840.48","3231","FALSE","0"
"4248db","SBI1073 ","United Kingdom","1586515219","1586515219","49.9469","53.7036","769.62","FALSE","137.97","87.86","-10.08",NA,"815.34","2743","FALSE","0"
"7c7cc5","HM4     ","Australia","1586515320","1586515320","143.7609","-38.1222","1859.28","FALSE","55.66","261.5","0",NA,"1851.66","0044","FALSE","0"
"4a09ac","BLA9103 ","Romania","1586515319","1586515319","-2.3221","40.4826","4404.36","FALSE","176.19","251.09","-7.48",NA,"4526.28","3242","FALSE","0"
"48469c","KV4     ","Kingdom of the Netherlands","1586515314","1586515314","4.7275","52.3262",NA,"TRUE","13.38","317.81",NA,NA,NA,NA,"FALSE","0"
"861e9a","JAL331  ","Japan",NA,"1586515313",NA,NA,"12184.38","FALSE","202.29","259","0",NA,"12146.28","0436","FALSE","0"
"45c089","OYPDI   ","Denmark","1586515320","1586515320","9.4652","55.6559","800.1","FALSE","47.83","18.82","-0.33",NA,"906.78","5664","FALSE","0"
"3d1276","DEFFY   ","Germany","1586515320","1586515320","8.765","48.073","1760.22","FALSE","44.29","59.26","2.93",NA,"1920.24","4250","FALSE","0"
"8a0487","LNI982  ","Indonesia","1586515212","1586515304","104.8123","-3.0382","10972.8","FALSE","246.32","313.9","0",NA,NA,"4154","FALSE","0"
"a38a21","UPS1348 ","United States","1586515057","1586515085","-81.7034","26.5697","251.46","FALSE","60.4","234.01","-3.25",NA,"259.08","6627","TRUE","0"
"344496","IBS3943 ","Spain","1586515319","1586515319","-15.0121","29.5478","10408.92","FALSE","263.23","52.14","8.13",NA,"10911.84","4445","FALSE","0"
"3c5efa","EWG6700 ","Germany","1586515319","1586515319","21.1847","44.6813","11879.58","FALSE","237.74","129.03","0",NA,"11978.64","6435","FALSE","0"
"471f8f","WZZ5    ","Hungary","1586515108","1586515255","22.1965","43.594","6979.92","FALSE","214.27","135.49","-6.18",NA,"7170.42","6432","FALSE","0"
"86cec5","SNJ27   ","Japan","1586515320","1586515320","132.9507","32.5668","10965.18","FALSE","172.12","244.51","0.33",NA,"11102.34","0431","FALSE","0"
"3d2550","DEMJO   ","Germany","1586515320","1586515320","7.3988","49.9575","906.78","FALSE","72.99","76.55","0.33",NA,"1059.18","7000","FALSE","0"
"4248e8","SDM6461 ","United Kingdom","1586515319","1586515319","34.6206","59.956","10668","FALSE","234.17","88.36","-0.33",NA,"10195.56","0747","FALSE","0"
"abad6c","SWA2718 ","United States","1586515320","1586515320","-86.7771","33.3598","12192","FALSE","166.75","262.02","0",NA,"12443.46","2512","FALSE","0"
"471f91","WZZ6373 ","Hungary","1586515320","1586515320","21.2515","49.7806","10965.18","FALSE","199.38","338.67","0",NA,"11003.28","1731","FALSE","0"
"505ea3","OMLUC   ","Slovakia","1586515279","1586515280","17.3373","48.0319","190.5","FALSE","30.26","31.8","-1.63",NA,"350.52","6744","FALSE","0"
"7809a5","CCA840  ","China","1586515320","1586515320","8.004","43.9738","10972.8","FALSE","236.08","48.18","0",NA,"11163.3","0460","FALSE","0"
"aae270","MTN8327 ","United States","1586515320","1586515320","-84.1978","39.7991","3063.24","FALSE","120.93","271.46","0",NA,"2880.36","4221","FALSE","0"
"a03ce6","AAL439  ","United States","1586515320","1586515320","-82.0442","39.396","9464.04","FALSE","205.83","174.12","0",NA,"9128.76","0607","FALSE","0"
"ac82f8","AAL1088 ","United States","1586515320","1586515320","-78.6819","35.4594","5600.7","FALSE","188.2","156.31","18.86",NA,"5509.26","3631","FALSE","0"
