"icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","sensors","geo_altitude","squawk","spi","position_source"
"3c458e","BOX510  ","Germany","1586510798","1586510798",104.245,2.9881,"12192","FALSE","254.22","32.02","0",NA,"12992.1","2253","FALSE","0"
"3c458d","BOX570  ","Germany","1586510799","1586510799",25.8015,54.824,"9448.8","FALSE","259.47","77.29","0",NA,"9288.78","4366","FALSE","0"
"4d21a6","","Malta","1586510759","1586510759",14.4713,35.8323,"320.04","FALSE","52.27","100.2","0.33",NA,"403.86",NA,"FALSE","0"
"06a09a","QTR1UM  ","Qatar","1586510799","1586510799",51.5892,25.7702,"5059.68","FALSE","206.75","346.03","10.73",NA,"5318.76","2674","FALSE","0"
"4d21a2","AMC4100 ","Malta","1586510799","1586510799",10.2227,42.4806,"11582.4","FALSE","228.92","327.67","0",NA,"11742.42","6565","FALSE","0"
"71bd15","AAR8972 ","Republic of Korea","1586510749","1586510779",126.9967,36.5763,"4876.8","FALSE","174.46","358.48","0",NA,"4899.66","5012","FALSE","0"
"86ddf0","ANA95   ","Japan","1586510799","1586510799",139.3128,35.1512,"7726.68","FALSE","203.57","260.25","11.38",NA,"7650.48","7327","FALSE","0"
"155c06","AZO245  ","Russian Federation","1586510797","1586510798",34.7972,54.7201,"9166.86","FALSE","207.38","265.73","14.63",NA,"8877.3","1503","FALSE","0"
"86e4fc","JAL723  ","Japan","1586510799","1586510799",101.7692,2.6781,"525.78","FALSE","87.89","326.22","-4.55",NA,"525.78","3601","FALSE","0"
"a4ce28","ATN3421 ","United States","1586510799","1586510799",-74.0641,41.9944,"5829.3","FALSE","209.23","93.38","-10.73",NA,"5387.34","1013","FALSE","0"
"780734","CSC8201 ","China","1586510531","1586510531",107.2074,27.4813,"10690.86","FALSE","290.58","63.16","0",NA,"11102.34","6413","FALSE","0"
"3ff336","DMVCH   ","Germany","1586510799","1586510799",7.0984,50.2924,"1386.84","FALSE","38.44","285.52","-0.33",NA,"1539.24","7000","FALSE","0"
"a3b557","UPS946  ","United States","1586510799","1586510799",-97.0781,40.914,"10980.42","FALSE","208.02","267.59","0",NA,"11010.9","0227","FALSE","0"
"780767","CSN3429 ","China","1586510530","1586510631",106.6576,29.4939,"5090.16","FALSE","215.57","359.18","0",NA,"5265.42","4214","FALSE","0"
"aa4195","AAL9439 ","United States","1586510750","1586510789",-0.462,51.4734,"-76.2","TRUE","0","233.44",NA,NA,NA,"6305","FALSE","0"
"780783","CCA591  ","China","1586510799","1586510799",139.5936,-29.2972,"10668","FALSE","238.22","151.77","0.33",NA,"11254.74","1726","FALSE","0"
"abd6c6","FDX7    ","United States","1586510781","1586510781",55.36,25.2624,NA,"TRUE","0.77","354.38",NA,NA,NA,"0576","FALSE","0"
"862df4","ANA537  ","Japan","1586510782","1586510793",135.52,34.9744,"7071.36","FALSE","195.1","243.37","-15.28",NA,"7078.98","4731","FALSE","0"
"a3520e","ATN3408 ","United States","1586510799","1586510799",-121.7885,47.703,"5615.94","FALSE","234.08","90.5","10.08",NA,"5692.14","6671","FALSE","0"
"48b122","SPMKC   ","Poland","1586510799","1586510799",18.227,54.3005,"2438.4","FALSE","70.23","133.52","0",NA,"2506.98","2245","FALSE","0"
"7c3ee9","MPN     ","Australia","1586510799","1586510799",146.9523,-36.0884,"487.68","FALSE","68.76","80.96","-0.33",NA,"480.06","2072","TRUE","0"
"43c174","RRR6371 ","United Kingdom","1586510799","1586510799",15.0327,49.288,"10972.8","FALSE","209.09","287.32","0",NA,"11140.44","2255","FALSE","0"
"a6fb32","AAL1654 ","United States","1586510799","1586510799",-81.8459,35.4978,"5334","FALSE","217.4","114.02","-7.15",NA,"5288.28","0174","FALSE","0"
"44da74","OOVST   ","Belgium","1586510799","1586510799",5.023,51.4338,"327.66","FALSE","51.08","206.31","0.65",NA,"487.68","2000","FALSE","0"
"a35278","FDX150  ","United States","1586510744","1586510744",-79.6221,43.6766,"297.18","FALSE","66.24","316.89","-3.58",NA,"160.02","6736","FALSE","0"
"aa4cf5","ATN3217 ","United States","1586510799","1586510799",-97.0072,39.0556,"11277.6","FALSE","265.85","81.43","0",NA,"11346.18","7365","FALSE","0"
"aa4ce9","CKS815  ","United States","1586510799","1586510799",-88.3651,39.3755,"8534.4","FALSE","214.55","270.82","0",NA,"8328.66","6574","FALSE","0"
"a09ab9","UPS636  ","United States","1586510799","1586510799",-90.0027,38.5991,"1470.66","FALSE","131.11","265.27","0.33",NA,"1447.8","7516","FALSE","0"
"80138b","SEJ7051 ","India","1586510799","1586510799",73.5113,20.5155,"7162.8","FALSE","207.9","294.41","-13.98",NA,"7513.32","1330","FALSE","0"
"407345","BCS299  ","United Kingdom","1586510799","1586510799",16.019,49.4935,"10972.8","FALSE","213.9","314.61","0",NA,"11117.58","4523","FALSE","0"
"510119","BRU814  ","Belarus","1586510799","1586510799",20.2547,48.0469,"9220.2","FALSE","217.72","60.41","9.43",NA,"9364.98","4213","FALSE","0"
"44da62","OOVSB   ","Belgium","1586510799","1586510799",3.2776,50.6871,"670.56","FALSE","46.54","76.58","-0.33",NA,"815.34","6120","FALSE","0"
"aa79f6","AAL2846 ","United States","1586510799","1586510799",-85.3504,37.8147,"10668","FALSE","256.24","148.13","0",NA,"10576.56","2622","FALSE","0"
"adfd6f","CNV6410 ","United States","1586510798","1586510798",5.1331,39.83,"7315.2","FALSE","143.79","100.3","0",NA,"7528.56","1030","FALSE","0"
"acd13e","FDX1491 ","United States","1586510797","1586510797",-81.285,39.638,"11262.36","FALSE","280.51","59.96","0",NA,"11033.76","3113","FALSE","0"
"3840da","AIB31SX ","France","1586510799","1586510799",2.0051,43.8729,"10363.2","FALSE","238.45","111.25","-0.33",NA,"10561.32","2643","FALSE","0"
"a3fbfc","WGN3351 ","United States","1586510795","1586510798",-87.8435,41.9659,"426.72","FALSE","70.49","270.84","-4.23",NA,"396.24","7222","FALSE","0"
"51012b","BRU2007 ","Belarus","1586510790","1586510799",28.2991,53.7322,"868.68","FALSE","106.73","247.02","-0.33",NA,"914.4","0023","FALSE","0"
"adfd6d","CNV6308 ","United States","1586510799","1586510799",18.9667,47.7017,"6400.8","FALSE","159.56","128.72","0",NA,"6606.54","6430","FALSE","0"
"78071c","CKK227  ","China","1586510789","1586510790",-151.3374,60.9051,"3078.48","FALSE","176.6","69.72","-2.6",NA,"3108.96",NA,"FALSE","0"
"78071b","CKK222  ","China","1586510525","1586510558",138.4142,35.4077,"11582.4","FALSE","216.68","260.16","0",NA,"11544.3","3113","FALSE","0"
"3ff2c6","DMSNX   ","Germany","1586510799","1586510799",6.6144,51.1281,"358.14","FALSE","41.87","26.25","-0.33",NA,"434.34","7000","FALSE","0"
"850e9c","JAL653  ","Japan","1586510799","1586510799",137.7514,34.7606,"12184.38","FALSE","204.38","240.27","0",NA,"12207.24","7302","FALSE","0"
"a3ade9","UPS982  ","United States","1586510790","1586510794",-98.0485,44.017,"10363.2","FALSE","209.21","291.64","0",NA,"10340.34","5044","FALSE","0"
"a124d4","FDX1731 ","United States","1586510799","1586510799",-82.1647,41.1919,"3611.88","FALSE","165.88","45","-5.53",NA,"3368.04","1716","FALSE","0"
"862248","ANA813  ","Japan","1586510745","1586510749",104.4389,15.8379,"10965.18","FALSE","220.36","280.63","0",NA,"11620.5",NA,"FALSE","0"
"5100fc","BRU856  ","Belarus","1586510797","1586510799",27.4206,54.5075,"6530.34","FALSE","234.53","139.18","-13",NA,"6393.18","4522","FALSE","0"
"5100fa","","Belarus","1586510751","1586510777",2.528,49.0214,"30.48","FALSE","5.66","70.31",NA,NA,NA,NA,"FALSE","0"
"300558","DLH8KV  ","Italy","1586510799","1586510799",8.1047,49.5822,"3048","FALSE","163.8","343.96","0",NA,"3223.26","1000","FALSE","0"
"3c42f7","APT3    ","Germany","1586510785","1586510785",8.5402,50.0261,NA,"TRUE","5.14","337.5",NA,NA,NA,NA,"FALSE","0"
"a7d2e6","FDX1857 ","United States","1586510777","1586510790",-122.2162,37.7197,NA,"TRUE","0","309.38",NA,NA,NA,NA,"FALSE","0"
"710059","SVA819  ","Saudi Arabia","1586510390","1586510526",45.6908,24.1496,"9753.6","FALSE","222.87","251.57","0",NA,"10287","0263","FALSE","0"
"a066c7","FDX1754 ","United States","1586510798","1586510799",-94.9724,38.7513,"10980.42","FALSE","201.81","259.72","0",NA,"11041.38","3160","FALSE","0"
"71be18","AAR790  ","Republic of Korea","1586510798","1586510799",126.596,37.3074,"1021.08","FALSE","96.9","320.82","-1.63",NA,"1097.28","3022","FALSE","0"
"88628c","TAX606  ","Thailand","1586510798","1586510798",140.5522,35.4804,"1615.44","FALSE","111.11","18.35","-1.63",NA,"1661.16","0746","FALSE","0"
"5113b6","PUKSIIR7","Estonia","1586510799","1586510799",24.8545,59.415,NA,"TRUE","5.4","267.19",NA,NA,NA,"7777","FALSE","0"
"ad4b72","FDX1464 ","United States","1586510799","1586510799",-90.2489,36.4232,"10447.02","FALSE","202.69","348.43","9.1",NA,"10530.84","1562","FALSE","0"
"a0ec20","FDX1721 ","United States","1586510799","1586510799",-76.7132,40.9816,"9204.96","FALSE","281.39","95.98","-16.58",NA,"8763","6732","FALSE","0"
"86d2cc","ANA472  ","Japan","1586510799","1586510799",139.8139,35.3617,"914.4","FALSE","85.78","32.26","-4.55",NA,"975.36","3457","FALSE","0"
"a55792","UPS562  ","United States","1586510799","1586510799",-93.6847,43.7852,"9364.98","FALSE","215.46","15.8","-7.15",NA,"9220.2","2214","FALSE","0"
"a3ea54","UPS104  ","United States","1586510799","1586510799",-90.6889,45.4752,"10972.8","FALSE","219.12","331.69","0",NA,"10683.24","4562","FALSE","0"
"5113fa","TXLU00  ","Estonia","1586510799","1586510799",24.8138,59.4184,NA,"TRUE",NA,"0",NA,NA,NA,"7777","FALSE","0"
"71be02","KAL318  ","Republic of Korea","1586510525","1586510525",126.5331,37.3794,"502.92","FALSE","82.65","324.63","-4.55",NA,"609.6","3056","FALSE","0"
"4d20c8","VJT598  ","Malta","1586510799","1586510799",25.4962,38.5828,"11277.6","FALSE","232.11","135.9","0",NA,"11391.9","5523","FALSE","0"
"3febfc","DMGWP   ","Germany","1586510799","1586510799",7.7139,52.9972,"472.44","FALSE","62.58","153.65","-0.33",NA,"586.74","7000","FALSE","0"
"780861","CSN3865 ","China","1586510797","1586510799",113.853,23.2318,"9174.48","FALSE","226.02","336.53","0.98",NA,"9685.02","3165","FALSE","0"
"a17bba","HBAL072 ","United States","1586510799","1586510799",-73.9084,-5.5864,"3413.76","FALSE","5.54","21.8","0",NA,NA,"4453","FALSE","0"
"a11b00","AAL724  ","United States","1586510799","1586510799",-87.6636,40.8437,"10058.4","FALSE","271.74","91.63","0",NA,"9799.32","3271","FALSE","0"
"a35b34","UPS974  ","United States","1586510799","1586510799",-97.6572,42.0739,"10972.8","FALSE","211.99","282.05","0",NA,"11003.28","1034","FALSE","0"
"789238","AHK327  ","China","1586510683","1586510766",114.0278,21.3346,"6309.36","FALSE","191.29","183.86","10.08",NA,"4282.44","5347","FALSE","0"
"a0c5ef","UPS930  ","United States","1586510799","1586510799",-108.8319,35.1384,"8534.4","FALSE","229.91","278.49","0.65",NA,"8663.94","2342","FALSE","0"
"aa01e7","FDX1424 ","United States","1586510799","1586510799",-83.3477,28.7245,"6172.2","FALSE","252.82","135.08","-13.66",NA,"6431.28","5655","FALSE","0"
"aa513c","SNC1468 ","United States","1586510783","1586510797",-85.7377,38.3592,"1722.12","FALSE","64.34","1.83","4.55",NA,"1638.3","4015","FALSE","0"
"06a27d","LHOB245 ","Qatar","1586510799","1586510799",23.9222,38.7708,"9753.6","FALSE","238.44","283.86","0",NA,"9898.38","2324","FALSE","0"
"06a27b","LHOB244 ","Qatar","1586510799","1586510799",25.8778,38.4154,"9753.6","FALSE","240.06","284.39","-0.33",NA,"9867.9","2345","FALSE","0"
"39848a","SAMU34  ","France","1586510551","1586510560",3.5563,44.1811,"1607.82","FALSE","79.59","351.45","-0.65",NA,"1775.46","7014","FALSE","0"
"aad9f5","FDX1457 ","United States","1586510736","1586510797",-90.8113,35.665,"9144","FALSE","194.92","308.14","0",NA,"9296.4","1530","FALSE","0"
"7c7c2d","","Australia",NA,"1586510788",NA,NA,NA,"FALSE","3.86","59.06",NA,NA,NA,NA,"FALSE","0"
"4b4de7","","Switzerland","1586510798","1586510798",8.1909,47.1932,NA,"FALSE","26.37","-158.72","3",NA,"969",NA,"FALSE","3"
"a1489c","FDX1418 ","United States","1586510799","1586510799",-84.5656,41.0958,"7810.5","FALSE","213.88","38.36","-11.05",NA,"7505.7","1051","FALSE","0"
"a8bfe0","FDX1706 ","United States","1586510799","1586510799",-87.5424,41.4762,"3329.94","FALSE","145.13","1.62","-0.33",NA,"3177.54","0212","FALSE","0"
"a2feb8","UPS1326 ","United States","1586510799","1586510799",-81.5438,30.2268,"10668","FALSE","261.27","161.64","-0.33",NA,"11049",NA,"FALSE","0"
"7c3fff","MXD     ","Australia","1586510798","1586510799",115.8498,-32.3034,"4411.98","FALSE","179.91","196.1","12.35",NA,"4693.92","3265","FALSE","0"
"ac54b1","FDX5279 ","United States","1586510776","1586510781",55.3615,25.2626,NA,"TRUE","0","30.94",NA,NA,NA,"1200","FALSE","0"
"aac762","FDX1451 ","United States","1586510796","1586510796",-86.6351,35.9167,"11277.6","FALSE","310.38","73.34","0",NA,"11353.8","0773","FALSE","0"
"79a014","CES2449 ","China","1586510798","1586510799",111.8008,23.6652,"8214.36","FALSE","232.57","133.12","-9.1",NA,"8686.8","4021","FALSE","0"
"451d86","LZB437  ","Bulgaria","1586510798","1586510799",20.0386,45.3053,"11582.4","FALSE","209.14","309.21","0",NA,"11696.7","4501","FALSE","0"
"710102","SVA941  ","Saudi Arabia","1586510799","1586510799",16.6491,43.7837,"10363.2","FALSE","242.31","321.38","0",NA,"10538.46","5522","FALSE","0"
"acda02","AAL1871 ","United States","1586510479","1586510582",-81.0539,35.0549,"1470.66","FALSE","122.6","173.98","-7.15",NA,"1844.04","7371","FALSE","0"
"a8c815","N665PD  ","United States","1586510799","1586510799",-118.1846,34.1119,"396.24","FALSE","25.31","37.57","1.63",NA,"381","1200","FALSE","0"
"a59b6b","UPS672  ","United States","1586510799","1586510799",-87.5055,38.4552,"10927.08","FALSE","187.66","277.09","7.48",NA,"10812.78","2651","FALSE","0"
"a5a2d9","UPS353  ","United States","1586510799","1586510799",-80.6844,25.545,"3733.8","FALSE","184.74","63.36","-6.83",NA,"3886.2","4767","FALSE","0"
"4d2162","MLT943  ","Malta","1586510799","1586510799",10.1189,55.386,"1836.42","FALSE","136.58","218.42","10.73",NA,NA,"3514","FALSE","0"
"a708da","SWA1793 ","United States","1586510795","1586510796",-80.2857,40.0199,"6972.3","FALSE","203.23","179.13","7.15",NA,"6583.68","5773","FALSE","0"
"a6e8ae","VOI290  ","United States","1586510799","1586510799",-97.0347,30.9814,"10980.42","FALSE","199.05","211.47","0",NA,"11369.04","6203","FALSE","0"
"4a3602","RO108   ","Romania","1586510620","1586510623",26.3431,44.5431,"274.32","FALSE","46.84","91.89","1.3",NA,"320.04","6731","FALSE","0"
"4a3604","RO201   ","Romania","1586510799","1586510799",25.7958,44.1236,"304.8","FALSE","70.45","80.33","0.65",NA,"381","6713","FALSE","0"
"adbe91","JBU498  ","United States","1586510799","1586510799",-86.5232,45.1643,"11292.84","FALSE","254.11","108.66","0",NA,"10911.84","4570","FALSE","0"
"a0645e","UPS798  ","United States","1586510793","1586510796",-92.0273,36.7417,"10363.2","FALSE","194.25","251.95","1.3",NA,"10492.74","4643","FALSE","0"
"4b4e31","","Switzerland","1586510587","1586510587",8.1932,47.1026,NA,"FALSE","26.27","172.58","2",NA,"2035",NA,"FALSE","3"
"3e348e","DILCG   ","Germany","1586510799","1586510799",10.5501,49.9463,"10523.22","FALSE","191.88","39.45","-7.48",NA,"10698.48","1000","FALSE","0"
"45c28c","OYPTL   ","Denmark","1586510799","1586510799",12.6184,55.5936,"91.44","FALSE","40.55","215.71","4.55",NA,"251.46","4446","FALSE","0"
"06a1e7","QTR8443 ","Qatar","1586510799","1586510799",14.5284,49.2734,"10668","FALSE","251.86","105.4","0",NA,"10843.26","1447","FALSE","0"
"06a1e8","QTR8140 ","Qatar","1586510758","1586510758",144.1105,51.5721,"10759.44","FALSE","260.48","209.2","10.08",NA,"10210.8",NA,"FALSE","0"
"a87898","JBU648  ","United States","1586510799","1586510799",-76.7384,42.9266,"11887.2","FALSE","261.41","93.84","0.33",NA,"11513.82","6017","FALSE","0"
"8a021d","GIA121  ","Indonesia","1586510795","1586510798",100.5763,1.9864,"11277.6","FALSE","229.93","138.36","0",NA,"12031.98","0525","FALSE","0"
"a92eef","FDX140  ","United States","1586510798","1586510798",-93.3656,38.1225,"9753.6","FALSE","207.94","317.71","0",NA,"9837.42","1066","FALSE","0"
"06a1ed","QTR8975 ","Qatar","1586510798","1586510798",52.0664,25.7411,"3535.68","FALSE","148.35","246.28","-5.85",NA,"3718.56","4034","FALSE","0"
"06a1ea","QTR8221 ","Qatar","1586510799","1586510799",50.584,26.7549,"9753.6","FALSE","231.07","319.79","0",NA,"10195.56","2666","FALSE","0"
"a28a2c","ASA193  ","United States","1586510799","1586510799",-125.1403,48.8348,"10972.8","FALSE","208.49","327.29","0",NA,"11117.58","7363","FALSE","0"
"a11afd","UPS834  ","United States","1586510799","1586510799",-117.8863,34.1645,"3482.34","FALSE","161.95","326.01","5.53",NA,"3444.24","1027","FALSE","0"
"4b18e4","HBJLC   ","Switzerland","1586510799","1586510799",-3.9875,55.7461,"13716","FALSE","248.8","159.17","-0.65",NA,"13776.96","1153","FALSE","0"
"a05145","LUK9695 ","United States","1586510799","1586510799",37.5014,55.1246,"6096","FALSE","116.59","230.55","0",NA,"5920.74","2702","FALSE","0"
"4895eb","SPFPL   ","Poland","1586510799","1586510799",19.1961,50.0041,"670.56","FALSE","53.35","276.65","0.33",NA,"792.48","7000","FALSE","0"
"a0ad6c","GTI3732 ","United States","1586510799","1586510799",-115.2795,34.0546,"10972.8","FALSE","228.19","253.36","0",NA,"10965.18","6372","FALSE","0"
"4b18fd","SWR196  ","Switzerland","1586510799","1586510799",15.0003,49.7929,"11887.2","FALSE","231.38","57.9","0",NA,"11993.88","3046","FALSE","0"
"4b18fe","SWR189  ","Switzerland","1586510798","1586510799",86.268,55.7144,"11582.4","FALSE","235.58","301.61","0",NA,"11361.42",NA,"FALSE","0"
"a0a127","LBQ870  ","United States","1586510798","1586510798",-81.0025,36.532,"3413.76","FALSE","132.82","46.41","0.33",NA,"3246.12","7140","FALSE","0"
"504e55","MLD953  ","Republic of Moldova","1586510799","1586510799",16.7115,46.1936,"11582.4","FALSE","225.32","262.26","0.33",NA,"11689.08","7350","FALSE","0"
"a4e4cc","UPS1386 ","United States","1586510798","1586510799",-90.5503,34.6581,"2811.78","FALSE","160.78","70.17","-9.1",NA,"2827.02","5504","FALSE","0"
"a877d3","PDT4880 ","United States","1586510799","1586510799",-81.9193,36.1146,"5257.8","FALSE","218.74","126.68","0.98",NA,"5166.36","5262","FALSE","0"
"abe5a2","FDX5170 ","United States","1586510799","1586510799",13.1798,52.2146,"10972.8","FALSE","229.71","260.2","0",NA,"11087.1","1000","FALSE","0"
"344687","PLM944P ","Spain","1586510752","1586510753",119.9952,14.4368,"7071.36","FALSE","249.13","265.86","6.83",NA,"7543.8","2766","FALSE","0"
"3d0cd9","DEDCR   ","Germany","1586510799","1586510799",11.3106,49.686,"1097.28","FALSE","79.67","314.22","0",NA,"1242.06","7000","FALSE","0"
"a0faec","UPS1334 ","United States","1586510794","1586510798",-81.4164,29.9678,"10058.4","FALSE","253.73","158.22","0.65",NA,"10447.02","4042","FALSE","0"
"3d0cbe","DEDBQ   ","Germany","1586510799","1586510799",8.0822,50.9323,"1676.4","FALSE","51.82","65.98","1.3",NA,"1821.18","7742","FALSE","0"
"800bf9","AIC1540 ","India","1586510799","1586510799",76.8757,27.6419,"7947.66","FALSE","251.4","183.05","11.05",NA,"8221.98","0572","FALSE","0"
"a2f43b","FDY227  ","United States","1586510799","1586510799",-78.9431,41.1604,"1181.1","FALSE","47.8","235.97","5.53",NA,"1021.08",NA,"FALSE","0"
"7807a9","CSZ9212 ","China","1586510798","1586510798",113.3133,22.5098,"2179.32","FALSE","154.62","45.94","-7.15",NA,"2324.1","4046","FALSE","0"
"a757a7","UPS32   ","United States","1586510799","1586510799",-94.8203,40.2099,"10370.82","FALSE","216.17","271.77","0",NA,"10347.96","4035","FALSE","0"
"aab2f1","HBAL043 ","United States",NA,"1586510799",NA,NA,"1158.24","FALSE","7","53.97","-0.33",NA,NA,"4453","FALSE","0"
"adbe38","FDX1543 ","United States","1586510799","1586510799",-91.6877,37.3548,"11582.4","FALSE","205.37","331.25","0",NA,"11681.46","4262","FALSE","0"
"0100a3","MSR542  ","Egypt","1586510798","1586510799",26.0963,34.8333,"10972.8","FALSE","236.29","321.01","-0.98",NA,"11056.62","5535","FALSE","0"
"0100a7","MSR540  ","Egypt","1586510799","1586510799",25.0687,35.8216,"10972.8","FALSE","231.8","320.76","0",NA,"11079.48","5520","FALSE","0"
"7807ac","CSZ9849 ","China","1586510722","1586510774",114.8679,23.7477,"6309.36","FALSE","221.17","22.57","0",NA,"6629.4","4527","FALSE","0"
"c05fba","CL604KGN","Canada","1586510799","1586510799",-100.7034,40.8292,"11887.2","FALSE","251.02","122.62","0",NA,"11971.02","2670","FALSE","0"
"7807c9","CCA8364 ","China","1586510735","1586510736",106.6882,29.8288,"8107.68","FALSE","221.4","20.54","0",NA,"8359.14","6676","FALSE","0"
"4cab2c","SON001  ","Ireland","1586510798","1586510799",-4.853,37.4914,"11887.2","FALSE","230.89","189.23","0",NA,"12192","2244","FALSE","0"
"71bf21","KAL9695 ","Republic of Korea","1586510779","1586510785",89.8407,24.1894,"10972.8","FALSE","210.03","282.88","0",NA,"11376.66","6315","FALSE","0"
"06a1a1","QTR8681 ","Qatar","1586510799","1586510799",51.5943,25.3291,"266.7","FALSE","69.26","158.2","-3.25",NA,"205.74","5141","FALSE","0"
"4b1936","GSW6145 ","Switzerland","1586510799","1586510799",22.3516,45.5999,"10965.18","FALSE","205.38","346.38","0",NA,"11018.52","1172","FALSE","0"
"780977","DKH1903 ","China","1586510798","1586510798",114.3748,23.155,"2712.72","FALSE","139.04","262.56","0",NA,"2865.12","1023","FALSE","0"
"06a126","QTR730  ","Qatar","1586510799","1586510799",25.4941,45.753,"11887.2","FALSE","262.46","137.14","0",NA,"11917.68","1157","FALSE","0"
"06a122","QTR726  ","Qatar","1586510799","1586510799",30.1804,42.8675,"11887.2","FALSE","265.74","122.43","0",NA,"11902.44","4517","FALSE","0"
"06a123","QTR725  ","Qatar","1586510799","1586510799",19.6385,46.7085,"11582.4","FALSE","233.06","296.62","0",NA,"11681.46","2640","FALSE","0"
"06a120","QTR5JY  ","Qatar","1586510798","1586510798",-0.4511,51.4585,NA,"TRUE","1.29","132.19",NA,NA,NA,"3234","FALSE","0"
"06a11f","QTR729  ","Qatar","1586510798","1586510799",20.3105,46.4756,"10972.8","FALSE","231.69","297.08","0",NA,"11087.1","3231","FALSE","0"
"06a11d","QTR3EM  ","Qatar","1586510798","1586510798",28.2566,43.3614,"11582.4","FALSE","228","306.56","0",NA,"11620.5","3223","FALSE","0"
"4caa63","AZA7RH  ","Ireland","1586510799","1586510799",12.0223,45.3254,"11277.6","FALSE","214.17","177.8","0",NA,"11452.86","1000","FALSE","0"
"7c47ce","AE802   ","Australia","1586510794","1586510799",150.5002,-33.7621,"2453.64","FALSE","80.56","290.17","0.33",NA,"2484.12","4207","FALSE","0"
"a076f1","UPS1352 ","United States","1586510799","1586510799",-82.5333,28.2127,"1043.94","FALSE","100.23","185.3","-2.28",NA,"1036.32","2706","FALSE","0"
"a219ea","UAL2738 ","United States","1586510799","1586510799",118.3362,22.8327,"10972.8","FALSE","225.18","237.22","0",NA,"11605.26","3774","FALSE","0"
"06a12c","QTR4TE  ","Qatar","1586510798","1586510799",29.5995,42.6283,"11582.4","FALSE","235.85","303.79","0",NA,"11597.64","3210","FALSE","0"
"3c5468","DLH8A   ","Germany","1586510799","1586510799",8.5244,50.0302,"53.34","FALSE","66.59","69.18","-3.25",NA,"205.74","1000","FALSE","0"
"7c6a54","AM334   ","Australia","1586510783","1586510792",143.4144,-36.0418,"7315.2","FALSE","129.79","328.45","0",NA,"7528.56","3705","FALSE","0"
"3c5461","DLH3CF  ","Germany","1586510799","1586510799",8.2977,50.2532,"3139.44","FALSE","162.14","209.25","-10.08",NA,"3314.7","3513","FALSE","0"
"3c5466","DLH8Y   ","Germany","1586510798","1586510798",8.561,50.0405,NA,"TRUE","2.31","39.38",NA,NA,NA,"1000","FALSE","0"
"3c5465","DLH2J   ","Germany","1586510799","1586510799",8.4267,50.0067,"449.58","FALSE","72.43","69.63","-3.9",NA,"609.6","1000","FALSE","0"
"ad0da9","FDX1571 ","United States","1586510651","1586510781",-85.0772,37.313,"11277.6","FALSE","290.35","63.71","0",NA,"11224.26","1660","FALSE","0"
"7c1acd","UTY3217 ","Australia","1586510799","1586510799",138.5445,-34.8873,"457.2","FALSE","79.31","136.05","-1.3",NA,NA,"3777","FALSE","0"
"a3d91f","UPS504  ","United States","1586510799","1586510799",-89.7267,40.893,"9753.6","FALSE","203.91","308.55","0",NA,"9540.24","1740","FALSE","0"
"3c4144","APT1    ","Germany","1586510799","1586510799",11.7793,48.3636,NA,"TRUE","26.24","81.56",NA,NA,NA,NA,"FALSE","0"
"3d11c9","DEEZH   ","Germany","1586510798","1586510799",7.1606,53.6568,"518.16","FALSE","50.24","304.99","-0.33",NA,"632.46","7000","FALSE","0"
"a3c68c","UPS918  ","United States","1586510792","1586510797",-98.4025,38.4426,"10363.2","FALSE","224.07","267.1","0",NA,"10492.74","6567","FALSE","0"
"3aac38","LFPV    ","France","1586510794","1586510799",1.5965,48.6503,"1005.84","FALSE","25.21","358.83","2.6",NA,"1158.24","7420","FALSE","0"
"a4834b","FDX1450 ","United States","1586510798","1586510799",-94.7478,39.1286,"1135.38","FALSE","89.02","308.19","0.33",NA,"1135.38","5626","FALSE","0"
"a420af","UPS944  ","United States","1586510751","1586510790",-106.8405,40.5903,"10980.42","FALSE","235.28","259.03","0.33",NA,"11125.2","6573","FALSE","0"
"a7599a","N573AM  ","United States","1586510799","1586510799",-84.3983,33.7313,"670.56","FALSE","51.82","209.11","1.3",NA,"579.12","0275","FALSE","0"
"adc5b8","MTN8322 ","United States","1586510798","1586510799",-76.1401,39.704,"1645.92","FALSE","98.32","57.39","0",NA,"1440.18","2427","FALSE","0"
"86cea3","SNJ44   ","Japan","1586510789","1586510789",136.0612,34.1118,"4876.8","FALSE","180.38","53.82","-5.2",NA,"4937.76","4762","FALSE","0"
"0c2058","JOS0212 ","Panama","1586510799","1586510799",-84.4358,10.9723,"12192","FALSE","228","306.56","0",NA,"12931.14","0133","FALSE","0"
"780927","CQH8882 ","China","1586510797","1586510798",114.7591,23.6654,"6896.1","FALSE","231.07","7.81","6.18",NA,"7269.48","3162","FALSE","0"
"71022e","HZA3    ","Saudi Arabia","1586510799","1586510799",20.0678,39.4506,"11590.02","FALSE","232.13","309.33","0",NA,"11750.04","5524","FALSE","0"
"451e8b","LZB302  ","Bulgaria","1586510672","1586510692",8.5588,47.4515,"335.28","TRUE","0","185.62",NA,NA,NA,"1161","FALSE","0"
"44058c","EJU9041 ","Austria","1586510799","1586510799",10.542,51.7615,"11582.4","FALSE","193.62","250.6","0",NA,"11734.8","1000","FALSE","0"
"c03c04","WJA652  ","Canada","1586510595","1586510605",-79.6136,43.6701,NA,"TRUE","60.4","316.38","-3.58",NA,NA,"1741","FALSE","0"
