"icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","sensors","geo_altitude","squawk","spi","position_source"
"384ada","FWWQQ   ","France","1586510799","1586510799",-4.8938,47.9654,"12192","FALSE","240.72","308.14","0",NA,"12359.64","2311","FALSE","0"
"adac5d","AAL2274 ","United States","1586510799","1586510799",-76.9454,36.9577,"9090.66","FALSE","146.81","264.37","7.15",NA,"8976.36","3677","FALSE","0"
"06a0a7","QTR1AT  ","Qatar","1586510799","1586510799",24.5704,44.8789,"12192","FALSE","232.2","302.42","-0.33",NA,"12237.72","3232","FALSE","0"
"a8a386","FDX1479 ","United States","1586510798","1586510799",-91.2548,34.2047,"8534.4","FALSE","213.47","231.56","0",NA,"8740.14","5617","FALSE","0"
"06a0af","QTR8HT  ","Qatar","1586510799","1586510799",24.359,45.7959,"12496.8","FALSE","267.17","130.31","-0.33",NA,"12534.9","2246","FALSE","0"
"06a0c2","QTR1LG  ","Qatar","1586510799","1586510799",31.5938,40.6414,"12184.38","FALSE","242.08","287.82","-0.33",NA,"12207.24","2336","FALSE","0"
"a0ae57","FDX1708 ","United States","1586510488","1586510488",-90.3455,38.7416,"121.92","FALSE","68.65","302.14","-1.3",NA,"160.02","4025","FALSE","0"
"0c2046","RPB7604 ","Panama","1586510798","1586510798",-74.9742,4.9973,"8679.18","FALSE","229.86","306.54","9.1",NA,"9265.92","2333","FALSE","0"
"a3a086","UAL411  ","United States","1586510799","1586510799",-90.1008,37.8763,"11887.2","FALSE","286.81","87.53","0",NA,"11925.3","5371","FALSE","0"
"a32890","UPS1220 ","United States","1586510770","1586510772",-77.4544,38.9542,"182.88","TRUE","0","67.5",NA,NA,NA,"6745","FALSE","0"
"06a0e8","QTR3AU  ","Qatar","1586510798","1586510799",33.5167,41.6127,"12192","FALSE","245.32","288.59","0",NA,"12176.76","3215","FALSE","0"
"06a0e9","QTR072  ","Qatar","1586510799","1586510799",25.6378,44.7219,"12496.8","FALSE","262.91","127.77","0",NA,"12512.04","7644","FALSE","0"
"06a0e7","QTR47K  ","Qatar","1586510797","1586510798",27.0366,44.1138,"11582.4","FALSE","239.02","308.62","0",NA,"11612.88","3236","FALSE","0"
"06a0e4","QTR6HK  ","Qatar","1586510799","1586510799",9.34,50.0407,"3749.04","FALSE","194.83","95.45","12.68",NA,"3916.68","7714","FALSE","0"
"06a0de","QTR8178 ","Qatar","1586510799","1586510799",51.5085,25.5369,"1249.68","FALSE","105.5","174.12","-3.25",NA,"1264.92","1056","FALSE","0"
"06a0df","QTR8453 ","Qatar","1586510536","1586510537",85.1203,22.1037,"9753.6","FALSE","224.58","244.49","0",NA,"10142.22","5357","FALSE","0"
"acf506","FDX1502 ","United States","1586510799","1586510799",-86.0618,40.0247,"6408.42","FALSE","204.45","24.37","-14.31",NA,"6187.44","1630","FALSE","0"
"155bf8","AZO644  ","Russian Federation","1586510799","1586510799",33.3494,58.7749,"10066.02","FALSE","241.49","125.11","0.65",NA,"9654.54","0744","FALSE","0"
"800cc8","AIC1671 ","India","1586510799","1586510799",79.8051,13.2603,"2560.32","FALSE","144.7","128.21","-8.78",NA,"2613.66","0310","FALSE","0"
"4b17de","SWR187F ","Switzerland","1586510793","1586510793",8.5602,47.4532,NA,"TRUE","0","5.62",NA,NA,NA,"2000","FALSE","0"
"a2b8db","UAL2782 ","United States","1586510799","1586510799",-0.5632,54.6068,"10363.2","FALSE","232.68","298.09","0",NA,"10546.08","2110","FALSE","0"
"ad1517","FDX1527 ","United States","1586510798","1586510799",-95.4227,37.7624,"10363.2","FALSE","206.46","303.41","0",NA,"10485.12","1640","FALSE","0"
"4b17e4","SWR77E  ","Switzerland","1586510774","1586510798",7.762,-42.5483,NA,"TRUE","0","185.62",NA,NA,NA,"2000","FALSE","0"
"4b17e6","SWR186M ","Switzerland","1586510799","1586510799",6.7141,45.4883,"8214.36","FALSE","215.25","143.65","2.93",NA,"8427.72","4461","FALSE","0"
"06a0fa","QTR708  ","Qatar","1586510798","1586510799",31.8131,41.9065,"11887.2","FALSE","256.99","117.03","0",NA,"11887.2","4516","FALSE","0"
"a92528","FDX152  ","United States","1586510799","1586510799",-79.3541,42.5414,"10668","FALSE","252.87","58.48","0.33",NA,"10241.28","4057","FALSE","0"
"3c4214","SQB02ERA","Germany","1586510796","1586510796",11.0778,49.4951,NA,"TRUE","4.63","90",NA,NA,NA,NA,"FALSE","0"
"484980","PH3Y5   ","Kingdom of the Netherlands","1586510798","1586510799",4.8542,51.688,"701.04","FALSE","45.1","214.78","0",NA,"845.82","6056","FALSE","0"
"a8180d","UPS76   ","United States","1586510772","1586510777",-82.0326,38.691,"9448.8","FALSE","324.56","83.63","0",NA,"9189.72","7246","FALSE","0"
"7808bd","CSN8587 ","China","1586510772","1586510772",106.9468,28.2381,"10096.5","FALSE","227.13","177.27","0.33",NA,"10492.74","1523","FALSE","0"
"7808e2","CHH491  ","China","1586510799","1586510799",14.0243,55.8376,"11582.4","FALSE","220.3","236.24","0",NA,"11521.44","3512","FALSE","0"
"a7de0b","FDX1750 ","United States","1586510786","1586510793",-98.6931,38.6044,"10980.42","FALSE","218.98","259.85","0",NA,"11109.96","0031","FALSE","0"
"4b1903","SWR188  ","Switzerland","1586510620","1586510638",35.5403,42.1328,"11277.6","FALSE","236.89","101.02","0",NA,"11247.12","3044","FALSE","0"
"4b1901","EDW2039 ","Switzerland","1586510799","1586510799",-2.2947,49.3384,"11887.2","FALSE","231.44","101.41","0",NA,"12077.7","2257","FALSE","0"
"4a8f04","SECXD   ","Sweden","1586510785","1586510799",16.2365,59.5949,"175.26","FALSE","30.88","299.98","-0.65",NA,"274.32","7000","FALSE","0"
"c04da6","CGDKN   ","Canada","1586510799","1586510799",-52.3599,47.6403,"2324.1","FALSE","64.32","82.65","3.58",NA,"2202.18",NA,"FALSE","0"
